epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
1,,585,,,211657.640625,4763568.0,82.99612426757812,211650.625,211654.234375
1,,585,3.972587823867798,,,,,,
,0.001,586,,,,,,,
2,,589,,4.331602096557617,,,,,
2,,599,,3.483595609664917,,,,,
2,,609,,3.5685601234436035,,,,,
2,,619,,3.7758922576904297,,,,,
2,,629,,4.247616767883301,,,,,
2,,639,,3.551893472671509,,,,,
2,,649,,3.736650228500366,,,,,
2,,659,,3.824413299560547,,,,,
2,,669,,3.9358785152435303,,,,,
2,,679,,3.375955820083618,,,,,
2,,689,,3.901541233062744,,,,,
2,,699,,4.061439514160156,,,,,
2,,709,,3.662454843521118,,,,,
2,,719,,3.8677051067352295,,,,,
2,,729,,3.593721389770508,,,,,
2,,739,,3.6447062492370605,,,,,
2,,749,,3.964327573776245,,,,,
2,,759,,4.012065410614014,,,,,
2,,769,,3.2161903381347656,,,,,
2,,779,,3.54341459274292,,,,,
2,,789,,4.13908576965332,,,,,
2,,799,,3.974945545196533,,,,,
2,,809,,2.8599636554718018,,,,,
2,,819,,3.8000283241271973,,,,,
2,,829,,3.5664587020874023,,,,,
2,,839,,3.4738950729370117,,,,,
2,,849,,2.9804508686065674,,,,,
2,,859,,3.9073619842529297,,,,,
2,,869,,3.6989805698394775,,,,,
2,,878,,,211657.8125,5093439.0,83.12186431884766,211650.625,211654.875
2,,878,3.7610878944396973,,,,,,
,0.001,879,,,,,,,
3,,879,,4.000855445861816,,,,,
3,,889,,3.9239919185638428,,,,,
3,,899,,3.2198328971862793,,,,,
3,,909,,3.2904162406921387,,,,,
3,,919,,3.551950216293335,,,,,
3,,929,,3.73102068901062,,,,,
3,,939,,3.373288154602051,,,,,
3,,949,,3.6519534587860107,,,,,
3,,959,,3.2289671897888184,,,,,
3,,969,,3.441812515258789,,,,,
3,,979,,3.9641904830932617,,,,,
3,,989,,3.8263437747955322,,,,,
3,,999,,3.3816819190979004,,,,,
3,,1009,,4.048856258392334,,,,,
3,,1019,,3.19972562789917,,,,,
3,,1029,,3.324538230895996,,,,,
3,,1039,,3.709366798400879,,,,,
3,,1049,,3.603862762451172,,,,,
3,,1059,,3.5153186321258545,,,,,
3,,1069,,3.624192237854004,,,,,
3,,1079,,3.4078102111816406,,,,,
3,,1089,,3.9063565731048584,,,,,
3,,1099,,3.620034694671631,,,,,
3,,1109,,3.8571548461914062,,,,,
3,,1119,,3.611370086669922,,,,,
3,,1129,,3.744260311126709,,,,,
3,,1139,,3.552187442779541,,,,,
3,,1149,,3.2813310623168945,,,,,
3,,1159,,3.5407004356384277,,,,,
3,,1169,,3.231795310974121,,,,,
3,,1171,,,211658.03125,5862994.0,83.39929962158203,211650.640625,211654.953125
3,,1171,3.6672751903533936,,,,,,
,0.001,1172,,,,,,,
4,,1179,,4.259425163269043,,,,,
4,,1189,,3.1661322116851807,,,,,
4,,1199,,3.813615322113037,,,,,
4,,1209,,3.7821125984191895,,,,,
4,,1219,,3.300422191619873,,,,,
4,,1229,,3.647397041320801,,,,,
4,,1239,,3.4388551712036133,,,,,
4,,1249,,4.092774868011475,,,,,
4,,1259,,3.6056714057922363,,,,,
4,,1269,,3.6558384895324707,,,,,
4,,1279,,3.3489511013031006,,,,,
4,,1289,,3.4076061248779297,,,,,
4,,1299,,3.49497652053833,,,,,
4,,1309,,3.4321298599243164,,,,,
4,,1319,,3.654454469680786,,,,,
4,,1329,,3.4235780239105225,,,,,
4,,1339,,3.4436848163604736,,,,,
4,,1349,,3.5477607250213623,,,,,
4,,1359,,2.8222103118896484,,,,,
4,,1369,,3.581834554672241,,,,,
4,,1379,,3.0042171478271484,,,,,
4,,1389,,3.416292190551758,,,,,
4,,1399,,3.499603748321533,,,,,
4,,1409,,3.601306438446045,,,,,
4,,1419,,3.294832944869995,,,,,
4,,1429,,3.673776626586914,,,,,
4,,1439,,3.914219856262207,,,,,
4,,1449,,4.120262145996094,,,,,
4,,1459,,4.124314785003662,,,,,
4,,1464,,,211658.078125,4537084.5,83.41230010986328,211650.640625,211655.5
4,,1464,3.6078314781188965,,,,,,
,0.001,1465,,,,,,,
5,,1469,,3.221215009689331,,,,,
5,,1479,,4.290654182434082,,,,,
5,,1489,,3.338801145553589,,,,,
5,,1499,,3.679175853729248,,,,,
5,,1509,,3.119678258895874,,,,,
5,,1519,,3.187885284423828,,,,,
5,,1529,,3.894036293029785,,,,,
5,,1539,,3.6447372436523438,,,,,
5,,1549,,3.237816095352173,,,,,
5,,1559,,4.095696926116943,,,,,
5,,1569,,4.697532653808594,,,,,
5,,1579,,3.671999454498291,,,,,
5,,1589,,3.8275647163391113,,,,,
5,,1599,,3.1026504039764404,,,,,
5,,1609,,3.3574705123901367,,,,,
5,,1619,,3.2884323596954346,,,,,
5,,1629,,3.8783233165740967,,,,,
5,,1639,,3.3457014560699463,,,,,
5,,1649,,3.257579803466797,,,,,
5,,1659,,3.098548412322998,,,,,
5,,1669,,3.829702615737915,,,,,
5,,1679,,3.0340867042541504,,,,,
5,,1689,,3.19695782661438,,,,,
5,,1699,,3.137516736984253,,,,,
5,,1709,,3.843067169189453,,,,,
5,,1719,,3.798297166824341,,,,,
5,,1729,,3.6683809757232666,,,,,
5,,1739,,3.7869653701782227,,,,,
5,,1749,,3.311736822128296,,,,,
5,,1757,,,211658.59375,6496045.0,83.99951171875,211650.671875,211655.5625
5,,1757,3.5193238258361816,,,,,,
